Ticker,Signal Time,Entry Time,Exit Time,Entry Price,Exit Price,Initial Stop,Final Stop,R Result,Moved BE,Trail Active,Exit Reason,Daily Regime,Weekly Regime,Monthly Regime
NVDA,2020-04-02,2020-04-06,2020-11-01,6.400000095367432,12.534000396728516,5.637139525286973,12.858043749328287,8.040788240915552,True,True,Weekly close below EMA9,,,
NVDA,2023-10-06,2023-10-10,2023-10-17,45.78900146484375,43.579637889310824,43.579637889310824,43.579637889310824,-1.0000000000000004,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
NVDA,2024-05-06,2024-05-15,2024-07-21,92.22000122070312,117.93000030517578,86.34209098009948,118.21143059171752,4.37400335018255,True,True,Weekly close below EMA9,,,
NVDA,2024-12-24,2025-01-03,2025-01-07,141.89999389648438,141.89999389648438,134.12577979429585,141.89999389648438,0.0,True,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
AMZN,2019-06-13,2019-06-17,2019-07-31,94.15450286865234,94.15450286865234,91.08418001869089,94.15450286865234,0.0,True,True,Stop loss hit,Accumulation,Accumulation,Accumulation
AMZN,2020-10-01,2020-10-08,2020-10-16,161.1999969482422,161.1999969482422,153.29377080026393,161.1999969482422,0.0,True,False,Stop loss hit,Accumulation,Accumulation,Accumulation
AMZN,2023-11-07,2023-11-10,2023-12-04,143.3699951171875,143.3699951171875,137.6478114306158,143.3699951171875,0.0,True,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
AMZN,2024-06-17,2024-06-20,2024-07-18,185.0,185.0,179.73625144928096,185.0,0.0,True,True,Stop loss hit,Accumulation,Accumulation,Accumulation
META,2017-10-03,2017-10-05,2017-10-25,170.72999572753906,170.72999572753906,166.4868153581495,170.72999572753906,0.0,True,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
META,2018-03-14,2018-03-16,2018-03-19,184.25,177.99631304978442,177.99631304978442,177.99631304978442,-1.0000000000000002,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
META,2020-11-27,2020-12-01,2020-12-07,279.1300048828125,279.1300048828125,266.8880280285696,279.1300048828125,0.0,True,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
META,2024-06-06,2024-06-11,2024-07-01,502.82000732421875,502.82000732421875,484.5460182562638,502.82000732421875,0.0,True,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
META,2024-08-09,2024-08-13,2024-11-17,518.3400268554688,554.0800170898438,488.29511251041635,564.7574086873606,1.18955207606576,True,True,Weekly close below EMA9,,,
META,2025-11-28,2025-12-03,2025-11-23,648.0499877929688,594.25,620.0192744478566,662.1756665304501,-1.9193228203145247,True,True,Weekly close below EMA9,,,
GOOGL,2018-02-21,2018-02-26,2018-03-01,56.810001373291016,54.75503383752688,54.75503383752688,54.75503383752688,-1.0000000000000009,False,False,Stop loss hit,Reaccumulation,Reaccumulation,Accumulation
GOOGL,2019-07-05,2019-07-10,2019-08-25,56.73249816894531,57.67900085449219,55.269243946166526,58.30591161545186,0.6468477389728106,True,True,Weekly close below EMA9,,,
GOOGL,2020-10-12,2020-10-21,2020-10-28,79.4209976196289,76.33342761605046,76.33342761605046,76.33342761605046,-0.9999999999999994,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
GOOGL,2023-10-04,2023-10-06,2023-10-20,135.57000732421875,135.57000732421875,131.19812866557055,135.57000732421875,0.0,True,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
GOOGL,2023-11-10,2023-11-14,2023-11-30,132.8000030517578,132.8000030517578,128.26282811778853,132.8000030517578,0.0,True,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
GOOGL,2024-03-14,2024-03-18,2024-07-21,143.58999633789062,177.66000366210938,138.81930070745858,178.54835696221843,7.141517708002126,True,True,Weekly close below EMA9,,,
GOOGL,2026-04-01,2026-04-06,2026-03-29,300.5199890136719,274.3399963378906,287.8066616967224,301.63419824145734,-2.0592557733393693,True,True,Weekly close below EMA9,,,
AVGO,2020-11-18,2020-11-20,2021-03-07,38.49399948120117,45.013999938964844,37.012556525370556,45.849226714969454,4.4011147591626605,True,True,Weekly close below EMA9,,,
AVGO,2022-02-02,2022-02-09,2022-02-11,60.47999954223633,57.28012109137749,57.28012109137749,57.28012109137749,-1.0000000000000009,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
AVGO,2023-11-03,2023-11-07,2024-03-17,88.75,123.55000305175781,85.17165821101968,124.96861086118977,9.725175822758487,True,True,Weekly close below EMA9,,,
JPM,2018-02-16,2018-02-21,2018-03-02,116.06999969482422,112.03785355721784,112.03785355721784,112.03785355721784,-0.9999999999999984,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
JPM,2018-04-10,2018-04-12,2018-05-01,112.87000274658203,108.37550463126016,108.37550463126016,108.37550463126016,-1.0000000000000009,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
JPM,2020-02-13,2020-02-19,2020-02-21,138.33999633789062,135.30190083737983,135.30190083737983,135.30190083737983,-0.9999999999999972,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
JPM,2021-04-29,2021-05-03,2021-06-15,155.27999877929688,155.27999877929688,150.84885483093467,155.27999877929688,0.0,True,True,Stop loss hit,Reaccumulation,Accumulation,Accumulation
JPM,2022-01-04,2022-01-10,2022-01-14,168.5800018310547,163.68049936394422,163.68049936394422,163.68049936394422,-1.0000000000000013,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
JPM,2025-01-07,2025-01-14,2025-01-15,245.25999450683594,245.25999450683594,238.7653106779677,245.25999450683594,0.0,True,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
JPM,2025-10-31,2025-11-05,2025-11-14,312.8699951171875,303.31631370843246,303.31631370843246,303.31631370843246,-0.9999999999999972,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
JPM,2026-04-09,2026-04-13,2026-05-11,311.260009765625,300.41066472489393,300.41066472489393,300.41066472489393,-1.0000000000000016,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
LLY,2018-05-14,2018-05-25,2018-10-28,83.31999969482422,106.38999938964844,81.12549977676186,107.54805916978785,10.512645502941705,True,True,Weekly close below EMA9,,,
LLY,2018-12-31,2019-01-07,2019-04-18,115.8499984741211,115.8499984741211,111.4021103500631,115.8499984741211,0.0,True,True,Stop loss hit,Reaccumulation,Accumulation,Accumulation
LLY,2020-03-31,2020-04-02,2020-06-12,142.02000427246094,142.02000427246094,129.71119998190443,142.02000427246094,0.0,True,True,Stop loss hit,Accumulation,Accumulation,Accumulation
LLY,2021-05-11,2021-05-13,2021-05-27,195.75,195.75,190.35016220421423,195.75,0.0,True,False,Stop loss hit,Accumulation,Accumulation,Accumulation
LLY,2022-05-04,2022-05-06,2022-05-10,296.9800109863281,285.09193949046846,285.09193949046846,285.09193949046846,-0.9999999999999981,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
LLY,2022-08-17,2022-08-19,2022-08-30,320.6000061035156,309.40958928977545,309.40958928977545,309.40958928977545,-0.9999999999999984,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
LLY,2023-07-28,2023-08-02,2023-10-01,459.57000732421875,537.1300048828125,446.54561208274976,537.3548391506234,5.954978800984682,True,True,Weekly close below EMA9,,,
LLY,2024-01-22,2024-01-24,2024-04-14,632.6400146484375,751.6400146484375,613.1132390813615,752.2906272856288,6.094196125275554,True,True,Weekly close below EMA9,,,
LLY,2024-08-09,2024-08-13,2024-09-05,908.489990234375,908.489990234375,851.8681449700633,908.489990234375,0.0,True,False,Stop loss hit,Accumulation,Accumulation,Accumulation
XOM,2022-10-11,2022-10-13,2022-12-11,99.76000213623047,103.54000091552734,94.9967091432966,107.01917621509175,0.7935683958354713,True,True,Weekly close below EMA9,,,
XOM,2023-04-03,2023-04-05,2023-05-02,116.8499984741211,112.11405016831313,112.11405016831313,112.11405016831313,-0.9999999999999984,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
V,2018-02-20,2018-02-26,2018-03-02,123.05000305175781,118.89403130612982,118.89403130612982,118.89403130612982,-0.9999999999999987,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
V,2019-01-02,2019-01-04,2019-08-25,133.74000549316406,175.22999572753906,127.04344174382736,176.35269968354208,6.195713471477758,True,True,Weekly close below EMA9,,,
V,2019-10-11,2019-10-15,2019-10-22,179.1999969482422,173.99752871307976,173.99752871307976,173.99752871307976,-0.9999999999999988,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
V,2020-07-15,2020-07-20,2020-07-31,197.77000427246094,190.6213698990063,190.6213698990063,190.6213698990063,-0.9999999999999982,False,False,Stop loss hit,Reaccumulation,Reaccumulation,Accumulation
V,2020-10-01,2020-10-09,2020-10-15,205.1999969482422,198.28006110948434,198.28006110948434,198.28006110948434,-1.000000000000001,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
V,2021-02-11,2021-02-23,2021-02-24,211.58999633789062,211.58999633789062,204.56885866930173,211.58999633789062,0.0,True,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
V,2021-04-05,2021-04-07,2021-05-12,220.50999450683594,220.50999450683594,213.2514356136753,220.50999450683594,0.0,True,True,Stop loss hit,Reaccumulation,Reaccumulation,Accumulation
V,2023-06-16,2023-06-23,2023-07-26,229.8000030517578,229.8000030517578,223.77832181316646,229.8000030517578,0.0,True,True,Stop loss hit,Accumulation,Accumulation,Reaccumulation
V,2025-04-24,2025-04-28,2025-06-20,336.7699890136719,336.7699890136719,320.39946832252974,336.7699890136719,0.0,True,True,Stop loss hit,Reaccumulation,Reaccumulation,Accumulation
MA,2020-07-15,2020-07-20,2020-10-28,306.7699890136719,306.7699890136719,294.53288705377577,306.7699890136719,0.0,True,True,Stop loss hit,Accumulation,Reaccumulation,Accumulation
MA,2021-06-02,2021-06-07,2021-07-19,371.1700134277344,371.1700134277344,359.75776835714555,371.1700134277344,0.0,True,True,Stop loss hit,Accumulation,Accumulation,Accumulation
MA,2025-07-01,2025-07-03,2025-07-11,566.3099975585938,547.9415712271701,547.9415712271701,547.9415712271701,-1.0000000000000022,False,False,Stop loss hit,Reaccumulation,Reaccumulation,Accumulation
COST,2018-10-19,2018-10-24,2018-10-25,230.6300048828125,224.95423258730406,224.95423258730406,224.95423258730406,-1.0000000000000002,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
COST,2020-01-09,2020-01-16,2020-02-03,301.9599914550781,301.9599914550781,296.61094396411613,301.9599914550781,0.0,True,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
COST,2020-04-08,2020-04-14,2020-11-01,307.4200134277344,357.6199951171875,289.7781617546929,357.7277690991473,2.845505257600809,True,True,Weekly close below EMA9,,,
COST,2022-02-03,2022-02-09,2022-02-14,526.4400024414062,504.8776524272137,504.8776524272137,504.8776524272137,-0.9999999999999993,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
COST,2023-09-22,2023-09-27,2023-10-06,562.969970703125,562.969970703125,551.7524855649052,562.969970703125,0.0,True,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
COST,2024-08-12,2024-08-15,2024-09-05,870.25,870.25,841.2095193314256,870.25,0.0,True,False,Stop loss hit,Accumulation,Accumulation,Accumulation
COST,2024-10-15,2024-10-23,2024-10-29,900.6500244140625,877.7467843395553,877.7467843395553,877.7467843395553,-1.0000000000000007,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
COST,2025-01-21,2025-01-27,2025-03-07,956.5499877929688,956.5499877929688,931.2816980927523,956.5499877929688,0.0,True,True,Stop loss hit,Accumulation,Accumulation,Accumulation
HD,2018-08-29,2018-09-04,2018-10-04,201.99000549316406,201.99000549316406,198.40379559734328,201.99000549316406,0.0,True,True,Stop loss hit,Accumulation,Accumulation,Accumulation
HD,2021-02-08,2021-02-17,2021-02-23,280.4200134277344,272.12963117821494,272.12963117821494,272.12963117821494,-0.9999999999999989,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
HD,2021-08-30,2021-09-03,2021-09-20,329.5,329.5,320.87323869006065,329.5,0.0,True,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
HD,2022-10-25,2022-10-27,2022-11-04,292.1300048828125,279.4898566827123,279.4898566827123,279.4898566827123,-0.9999999999999983,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
HD,2024-06-13,2024-06-17,2024-06-25,348.69000244140625,338.84927509357425,338.84927509357425,338.84927509357425,-0.9999999999999992,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
HD,2024-08-21,2024-08-23,2024-09-04,372.8699951171875,360.59853645463545,360.59853645463545,360.59853645463545,-1.0000000000000022,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
HD,2024-11-13,2024-11-22,2024-12-16,412.739990234375,412.739990234375,399.9380545135405,412.739990234375,0.0,True,True,Stop loss hit,Reaccumulation,Accumulation,Accumulation
PG,2018-12-31,2019-01-03,2019-06-02,92.18000030517578,102.91000366210938,88.9049598592469,104.72623021348177,3.2762964409406856,True,True,Weekly close below EMA9,,,
PG,2019-12-09,2019-12-11,2020-01-03,125.13999938964844,122.8281618635949,122.8281618635949,122.8281618635949,-1.0000000000000002,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
PG,2020-04-15,2020-04-17,2020-05-06,123.41999816894531,114.56268008623854,114.56268008623854,114.56268008623854,-1.0,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
PG,2020-11-11,2020-11-13,2020-11-23,143.0,138.37037729998775,138.37037729998775,138.37037729998775,-1.000000000000001,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
PG,2021-11-05,2021-11-10,2021-11-30,146.3699951171875,146.3699951171875,143.5083738959103,146.3699951171875,0.0,True,False,Stop loss hit,Accumulation,Accumulation,Accumulation
PG,2022-08-08,2022-08-10,2022-08-29,146.47000122070312,141.7507336073903,141.7507336073903,141.7507336073903,-1.0000000000000007,False,False,Stop loss hit,Reaccumulation,Reaccumulation,Accumulation
PG,2023-03-20,2023-03-22,2023-05-25,145.39999389648438,145.39999389648438,142.0143229909601,145.39999389648438,0.0,True,True,Stop loss hit,Accumulation,Reaccumulation,Accumulation
PG,2023-09-07,2023-09-11,2023-09-22,154.19000244140625,151.5089066121357,151.5089066121357,151.5089066121357,-0.999999999999995,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
PG,2024-06-04,2024-06-06,2024-07-01,167.1199951171875,164.17097476462635,164.17097476462635,164.17097476462635,-0.9999999999999954,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
PG,2024-11-18,2024-11-21,2024-12-09,171.4499969482422,171.4499969482422,167.83473875330114,171.4499969482422,0.0,True,True,Stop loss hit,Reaccumulation,Accumulation,Accumulation
JNJ,2021-03-24,2021-03-26,2021-04-01,162.47999572753906,162.47999572753906,158.67273344847248,162.47999572753906,0.0,True,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
ABBV,2018-05-14,2018-05-18,2018-05-24,106.30000305175781,102.06281511104393,102.06281511104393,102.06281511104393,-1.0000000000000016,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
ABBV,2021-11-02,2021-11-04,2022-04-24,117.69000244140625,154.99000549316406,114.64885555036878,157.1609853391394,12.26511062707435,True,True,Weekly close below EMA9,,,
ABBV,2024-06-10,2024-06-18,2024-07-02,170.75,165.92076470619918,165.92076470619918,165.92076470619918,-1.0,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
ABBV,2024-12-26,2025-01-03,2025-01-10,180.35000610351562,174.748059604059,174.748059604059,174.748059604059,-1.0000000000000009,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
ABBV,2025-05-29,2025-06-02,2025-07-15,186.75,186.75,179.10724752807369,186.75,0.0,True,True,Stop loss hit,Reaccumulation,Accumulation,Accumulation
ABBV,2025-12-15,2025-12-19,2026-01-05,228.3000030517578,220.9778452404513,220.9778452404513,220.9778452404513,-1.0000000000000016,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
UNH,2018-03-05,2018-03-15,2018-03-22,229.42999267578125,220.25331618309318,220.25331618309318,220.25331618309318,-0.9999999999999987,False,False,Stop loss hit,Reaccumulation,Reaccumulation,Accumulation
UNH,2019-01-16,2019-01-18,2019-02-08,262.19000244140625,262.19000244140625,252.37494768680477,262.19000244140625,0.0,True,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
UNH,2020-03-31,2020-04-07,2020-04-05,254.52999877929688,229.49000549316406,224.41322421541167,255.15379536877057,-0.831430113241932,True,True,Weekly close below EMA9,,,
UNH,2020-06-25,2020-07-01,2020-09-13,296.7799987792969,301.4800109863281,282.43657998366575,307.77139760090597,0.3276772625828117,True,True,Weekly close below EMA9,,,
UNH,2021-03-01,2021-03-04,2021-06-13,338.9100036621094,397.8900146484375,327.9731676234656,399.3274320758359,5.3927855165726575,True,True,Weekly close below EMA9,,,
UNH,2021-10-15,2021-10-20,2022-01-09,430.489990234375,458.6000061035156,415.98325194948984,469.1176884773781,1.9377213069618116,True,True,Weekly close below EMA9,,,
UNH,2024-11-25,2024-11-27,2024-12-05,609.8400268554688,589.2386356078534,589.2386356078534,589.2386356078534,-1.0000000000000024,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
BAC,2020-02-13,2020-02-20,2020-02-21,35.029998779296875,34.15976395414417,34.15976395414417,34.15976395414417,-0.9999999999999972,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
BAC,2022-01-04,2022-01-07,2022-01-18,48.43000030517578,46.7778229183264,46.7778229183264,46.7778229183264,-0.9999999999999991,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
BAC,2022-03-17,2022-03-21,2022-04-01,43.040000915527344,40.71701665592191,40.71701665592191,40.71701665592191,-0.9999999999999989,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
BAC,2025-11-28,2025-12-03,2025-12-18,53.939998626708984,53.939998626708984,52.3454695848864,53.939998626708984,0.0,True,False,Stop loss hit,Accumulation,Accumulation,Accumulation
BAC,2026-02-04,2026-02-06,2026-02-10,56.040000915527344,54.41427400285647,54.41427400285647,54.41427400285647,-0.9999999999999989,False,False,Stop loss hit,Reaccumulation,Reaccumulation,Accumulation
WMT,2018-04-26,2018-04-30,2018-05-03,29.440000534057617,28.62629206321849,28.62629206321849,28.62629206321849,-0.9999999999999989,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
WMT,2018-12-28,2019-01-02,2019-01-06,31.156667709350586,31.14666748046875,30.017417736365136,31.202464225433623,-0.008777905744101032,True,True,Weekly close below EMA9,,,
WMT,2020-11-04,2020-11-06,2020-12-22,48.130001068115234,48.130001068115234,46.84295468203188,48.130001068115234,0.0,True,True,Stop loss hit,Reaccumulation,Accumulation,Accumulation
WMT,2023-03-27,2023-03-30,2023-05-28,48.32666778564453,48.80666732788086,47.193027662045736,49.58557386312618,0.42341439072617315,True,True,Weekly close below EMA9,,,
WMT,2025-06-24,2025-07-01,2025-07-09,99.11000061035156,96.44253624846755,96.44253624846755,96.44253624846755,-1.0000000000000002,False,False,Stop loss hit,Reaccumulation,Reaccumulation,Accumulation
WMT,2025-09-09,2025-09-11,2025-09-18,102.48999786376953,102.48999786376953,100.04187045779551,102.48999786376953,0.0,True,False,Stop loss hit,Accumulation,Accumulation,Accumulation
ORCL,2017-10-18,2017-10-20,2017-10-25,49.7599983215332,49.7599983215332,48.90100059757923,49.7599983215332,0.0,True,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
ORCL,2021-02-23,2021-02-25,2021-06-20,65.22000122070312,76.2300033569336,63.29715112208047,78.24677332611529,5.725876470618789,True,True,Weekly close below EMA9,,,
ORCL,2022-03-11,2022-03-15,2022-04-11,79.9000015258789,79.9000015258789,76.14089940246282,79.9000015258789,0.0,True,True,Stop loss hit,Reaccumulation,Reaccumulation,Accumulation
ORCL,2023-08-15,2023-08-23,2023-08-24,118.05999755859375,114.30384401183747,114.30384401183747,114.30384401183747,-0.9999999999999996,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
ORCL,2024-08-23,2024-08-29,2024-12-15,139.7899932861328,173.38999938964844,135.44789940704692,179.66396735834235,7.738203511755732,True,True,Weekly close below EMA9,,,
CRM,2017-10-16,2017-10-20,2017-12-24,97.58000183105469,102.62999725341797,95.75710588393409,103.11073814739969,2.770314690940054,True,True,Weekly close below EMA9,,,
CRM,2018-12-31,2019-01-04,2019-04-21,137.97000122070312,155.99000549316406,128.73821326147169,157.78901502776594,1.9519517077341022,True,True,Weekly close below EMA9,,,
CRM,2020-11-11,2020-11-17,2020-11-30,256.739990234375,242.36034792937318,242.36034792937318,242.36034792937318,-1.0,False,False,Stop loss hit,Accumulation,Reaccumulation,Accumulation
NFLX,2017-12-22,2017-12-28,2018-07-22,19.094999313354492,36.10499954223633,18.443536632174133,37.50290571608623,26.110475273982107,True,True,Weekly close below EMA9,,,
NFLX,2020-08-20,2020-08-24,2020-08-26,49.89400100708008,49.89400100708008,47.658717449122875,49.89400100708008,0.0,True,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
NFLX,2021-04-15,2021-04-19,2021-04-21,55.3489990234375,53.221983101535386,53.221983101535386,53.221983101535386,-0.9999999999999996,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
NFLX,2024-05-08,2024-05-10,2024-07-14,61.821998596191406,64.76000213623047,59.303056669778215,65.44468381548275,1.166364142512244,True,True,Weekly close below EMA9,,,
NFLX,2025-03-19,2025-03-24,2025-03-31,96.80000305175781,91.38982040094285,91.38982040094285,91.38982040094285,-0.9999999999999989,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
NFLX,2025-10-14,2025-10-20,2025-10-22,122.42900085449219,118.39277735844881,118.39277735844881,118.39277735844881,-1.0000000000000013,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
AMD,2018-11-29,2018-12-03,2018-12-17,21.610000610351562,19.164081714358925,19.164081714358925,19.164081714358925,-0.9999999999999997,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
AMD,2020-07-15,2020-07-17,2020-09-20,55.369998931884766,74.93000030517578,51.8916173656431,75.85636640201702,5.623305264472549,True,True,Weekly close below EMA9,,,
AMD,2022-05-23,2022-05-26,2022-05-22,95.19000244140625,93.5,85.5746063853203,97.58832862718245,-0.17576004478115928,True,True,Weekly close below EMA9,,,
CSCO,2019-01-18,2019-01-23,2019-05-12,45.349998474121094,53.36000061035156,43.688913868757744,53.972707712593476,4.822151809948504,True,True,Weekly close below EMA9,,,
CSCO,2019-07-05,2019-07-10,2019-07-31,56.72999954223633,54.9779757099503,54.9779757099503,54.9779757099503,-1.000000000000001,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
CSCO,2021-10-20,2021-10-26,2021-11-18,56.22999954223633,56.22999954223633,54.821659914202144,56.22999954223633,0.0,True,False,Stop loss hit,Accumulation,Accumulation,Accumulation
CSCO,2022-02-28,2022-03-02,2022-03-24,56.0,53.71626172459121,53.71626172459121,53.71626172459121,-1.0000000000000009,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
CSCO,2025-05-05,2025-05-07,2025-08-17,59.650001525878906,66.19999694824219,57.475478972646236,67.49608915461704,3.0121533633330135,True,True,Weekly close below EMA9,,,
CSCO,2026-02-25,2026-02-27,2026-03-09,79.41999816894531,76.05589297481566,76.05589297481566,76.05589297481566,-0.9999999999999988,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
IBM,2025-04-30,2025-05-02,2025-07-27,242.47000122070312,259.7200012207031,229.67794268297854,274.0141625389762,1.3484928910486673,True,True,Weekly close below EMA9,,,
IBM,2025-11-28,2025-12-02,2025-12-18,309.17999267578125,296.06666946251033,296.06666946251033,296.06666946251033,-0.9999999999999998,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
QCOM,2020-02-06,2020-02-11,2020-02-21,90.77999877929688,87.1261763159939,87.1261763159939,87.1261763159939,-0.999999999999999,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
QCOM,2021-08-30,2021-09-01,2021-09-07,147.86000061035156,143.63440280132738,143.63440280132738,143.63440280132738,-0.9999999999999986,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
QCOM,2024-07-08,2024-07-16,2024-07-17,210.44000244140625,201.48005652343895,201.48005652343895,201.48005652343895,-0.9999999999999988,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
GE,2024-08-15,2024-08-19,2024-09-05,170.75,163.03898107535468,163.03898107535468,163.03898107535468,-0.9999999999999986,False,False,Stop loss hit,Reaccumulation,Accumulation,Accumulation
GE,2024-12-26,2025-01-06,2025-01-05,172.6699981689453,171.9600067138672,166.4446840131397,173.73553070090944,-0.11404909652888741,True,True,Weekly close below EMA9,,,
GE,2025-03-19,2025-03-24,2025-03-31,206.82000732421875,198.48110307119154,198.48110307119154,198.48110307119154,-0.9999999999999989,False,False,Stop loss hit,Accumulation,Accumulation,Accumulation
GE,2026-02-03,2026-02-06,2026-03-09,312.42999267578125,312.42999267578125,298.9351491957177,312.42999267578125,0.0,True,True,Stop loss hit,Reaccumulation,Reaccumulation,Accumulation
